id,slug,url,titulo,enunciado,temas,dificuldade,tema_principal,has_image,starter_code,stats
1061,lexicographically-smallest-equivalent-string,https://leetcode.com/problems/lexicographically-smallest-equivalent-string/,Lexicographically Smallest Equivalent String,"You are given two strings of the same length  s1  and  s2  and a string  baseStr . We say  s1[i]  and  s2[i]  are equivalent characters. For example, if  s1 = ""abc""  and  s2 = ""cde"" , then we have  'a' == 'c' ,  'b' == 'd' , and  'c' == 'e' . Equivalent characters follow the usual rules of any equivalence relation: Reflexivity:   'a' == 'a' . Symmetry:   'a' == 'b'  implies  'b' == 'a' . Transitivity:   'a' == 'b'  and  'b' == 'c'  implies  'a' == 'c' . For example, given the equivalency information from  s1 = ""abc""  and  s2 = ""cde"" ,  ""acd""  and  ""aab""  are equivalent strings of  baseStr = ""eed"" , and  ""aab""  is the lexicographically smallest equivalent string of  baseStr . Return  the lexicographically smallest equivalent string of  baseStr  by using the equivalency information from  s1  and  s2 .   Example 1: Input:  s1 = ""parker"", s2 = ""morris"", baseStr = ""parser"" Output:  ""makkek"" Explanation:  Based on the equivalency information in s1 and s2, we can group their characters as [m,p], [a,o], [k,r,s], [e,i]. The characters in each group are equivalent and sorted in lexicographical order. So the answer is ""makkek"". Example 2: Input:  s1 = ""hello"", s2 = ""world"", baseStr = ""hold"" Output:  ""hdld"" Explanation:  Based on the equivalency information in s1 and s2, we can group their characters as [h,w], [d,e,o], [l,r]. So only the second letter 'o' in baseStr is changed to 'd', the answer is ""hdld"". Example 3: Input:  s1 = ""leetcode"", s2 = ""programs"", baseStr = ""sourcecode"" Output:  ""aauaaaaada"" Explanation:  We group the equivalent characters in s1 and s2 as [a,o,e,r,s,c], [l,p], [g,t] and [d,m], thus all letters in baseStr except 'u' and 'd' are transformed to 'a', the answer is ""aauaaaaada"".   Constraints: 1 <= s1.length, s2.length, baseStr <= 1000 s1.length == s2.length s1 ,  s2 , and  baseStr  consist of lowercase English letters.","['String', 'Union Find']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    string smallestEquivalentString(string s1, string s2, string baseStr) {\n        \n    }\n};', 'java': 'class Solution {\n    public String smallestEquivalentString(String s1, String s2, String baseStr) {\n        \n    }\n}', 'python3': 'class Solution:\n    def smallestEquivalentString(self, s1: str, s2: str, baseStr: str) -> str:\n        '}","{'totalAccepted': '172.6K', 'totalSubmission': '212.8K', 'totalAcceptedRaw': 172551, 'totalSubmissionRaw': 212809, 'acRate': '81.1%'}"
1081,smallest-subsequence-of-distinct-characters,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters/,Smallest Subsequence of Distinct Characters,"Given a string  s , return  the  lexicographically smallest   subsequence  of   s   that contains all the distinct characters of   s   exactly once .   Example 1: Input:  s = ""bcabc"" Output:  ""abc"" Example 2: Input:  s = ""cbacdcbc"" Output:  ""acdb""   Constraints: 1 <= s.length <= 1000 s  consists of lowercase English letters.   Note:  This question is the same as 316:  https://leetcode.com/problems/remove-duplicate-letters/","['String', 'Stack', 'Greedy', 'Monotonic Stack']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    string smallestSubsequence(string s) {\n        \n    }\n};', 'java': 'class Solution {\n    public String smallestSubsequence(String s) {\n        \n    }\n}', 'python3': 'class Solution:\n    def smallestSubsequence(self, s: str) -> str:\n        '}","{'totalAccepted': '84.2K', 'totalSubmission': '135.5K', 'totalAcceptedRaw': 84222, 'totalSubmissionRaw': 135469, 'acRate': '62.2%'}"
1111,maximum-nesting-depth-of-two-valid-parentheses-strings,https://leetcode.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings/,Maximum Nesting Depth of Two Valid Parentheses Strings,"A string is a  valid parentheses string  (denoted VPS) if and only if it consists of  ""(""  and  "")""  characters only, and: It is the empty string, or It can be written as  AB  ( A  concatenated with  B ), where  A  and  B  are VPS's, or It can be written as  (A) , where  A  is a VPS. We can similarly define the  nesting depth   depth(S)  of any VPS  S  as follows: depth("""") = 0 depth(A + B) = max(depth(A), depth(B)) , where  A  and  B  are VPS's depth(""("" + A + "")"") = 1 + depth(A) , where  A  is a VPS. For example,   """" ,  ""()()"" , and  ""()(()())""  are VPS's (with nesting depths 0, 1, and 2), and  "")(""  and  ""(()""  are not VPS's.   Given a VPS  seq , split it into two disjoint subsequences  A  and  B , such that  A  and  B  are VPS's (and  A.length + B.length = seq.length ). Now choose  any  such  A  and  B  such that  max(depth(A), depth(B))  is the minimum possible value. Return an  answer  array (of length  seq.length ) that encodes such a choice of  A  and  B :   answer[i] = 0  if  seq[i]  is part of  A , else  answer[i] = 1 .  Note that even though multiple answers may exist, you may return any of them.   Example 1: Input:  seq = ""(()())"" Output:  [0,1,1,1,1,0] Example 2: Input:  seq = ""()(())()"" Output:  [0,0,0,1,1,0,1,1]   Constraints: 1 <= seq.size <= 10000","['String', 'Stack']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    vector<int> maxDepthAfterSplit(string seq) {\n        \n    }\n};', 'java': 'class Solution {\n    public int[] maxDepthAfterSplit(String seq) {\n        \n    }\n}', 'python3': 'class Solution:\n    def maxDepthAfterSplit(self, seq: str) -> List[int]:\n        '}","{'totalAccepted': '30.6K', 'totalSubmission': '42.8K', 'totalAcceptedRaw': 30617, 'totalSubmissionRaw': 42834, 'acRate': '71.5%'}"
1143,longest-common-subsequence,https://leetcode.com/problems/longest-common-subsequence/,Longest Common Subsequence,"Given two strings  text1  and  text2 , return  the length of their longest  common subsequence .  If there is no  common subsequence , return  0 . A  subsequence  of a string is a new string generated from the original string with some characters (can be none) deleted without changing the relative order of the remaining characters. For example,  ""ace""  is a subsequence of  ""abcde"" . A  common subsequence  of two strings is a subsequence that is common to both strings.   Example 1: Input:  text1 = ""abcde"", text2 = ""ace""  Output:  3   Explanation:  The longest common subsequence is ""ace"" and its length is 3. Example 2: Input:  text1 = ""abc"", text2 = ""abc"" Output:  3 Explanation:  The longest common subsequence is ""abc"" and its length is 3. Example 3: Input:  text1 = ""abc"", text2 = ""def"" Output:  0 Explanation:  There is no such common subsequence, so the result is 0.   Constraints: 1 <= text1.length, text2.length <= 1000 text1  and  text2  consist of only lowercase English characters.","['String', 'Dynamic Programming']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    int longestCommonSubsequence(string text1, string text2) {\n        \n    }\n};', 'java': 'class Solution {\n    public int longestCommonSubsequence(String text1, String text2) {\n        \n    }\n}', 'python3': 'class Solution:\n    def longestCommonSubsequence(self, text1: str, text2: str) -> int:\n        '}","{'totalAccepted': '1.5M', 'totalSubmission': '2.6M', 'totalAcceptedRaw': 1538525, 'totalSubmissionRaw': 2636321, 'acRate': '58.4%'}"
1190,reverse-substrings-between-each-pair-of-parentheses,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses/,Reverse Substrings Between Each Pair of Parentheses,"You are given a string  s  that consists of lower case English letters and brackets. Reverse the strings in each pair of matching parentheses, starting from the innermost one. Your result should  not  contain any brackets.   Example 1: Input:  s = ""(abcd)"" Output:  ""dcba"" Example 2: Input:  s = ""(u(love)i)"" Output:  ""iloveu"" Explanation:  The substring ""love"" is reversed first, then the whole string is reversed. Example 3: Input:  s = ""(ed(et(oc))el)"" Output:  ""leetcode"" Explanation:  First, we reverse the substring ""oc"", then ""etco"", and finally, the whole string.   Constraints: 1 <= s.length <= 2000 s  only contains lower case English characters and parentheses. It is guaranteed that all parentheses are balanced.","['String', 'Stack']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    string reverseParentheses(string s) {\n        \n    }\n};', 'java': 'class Solution {\n    public String reverseParentheses(String s) {\n        \n    }\n}', 'python3': 'class Solution:\n    def reverseParentheses(self, s: str) -> str:\n        '}","{'totalAccepted': '234.1K', 'totalSubmission': '326.3K', 'totalAcceptedRaw': 234108, 'totalSubmissionRaw': 326295, 'acRate': '71.7%'}"
1286,iterator-for-combination,https://leetcode.com/problems/iterator-for-combination/,Iterator for Combination,"Design the  CombinationIterator  class: CombinationIterator(string characters, int combinationLength)  Initializes the object with a string  characters  of  sorted distinct  lowercase English letters and a number  combinationLength  as arguments. next()  Returns the next combination of length  combinationLength  in  lexicographical order . hasNext()  Returns  true  if and only if there exists a next combination.   Example 1: Input [""CombinationIterator"", ""next"", ""hasNext"", ""next"", ""hasNext"", ""next"", ""hasNext""] [[""abc"", 2], [], [], [], [], [], []] Output [null, ""ab"", true, ""ac"", true, ""bc"", false] Explanation CombinationIterator itr = new CombinationIterator(""abc"", 2); itr.next();    // return ""ab"" itr.hasNext(); // return True itr.next();    // return ""ac"" itr.hasNext(); // return True itr.next();    // return ""bc"" itr.hasNext(); // return False   Constraints: 1 <= combinationLength <= characters.length <= 15 All the characters of  characters  are  unique . At most  10 4  calls will be made to  next  and  hasNext . It is guaranteed that all calls of the function  next  are valid.","['String', 'Backtracking', 'Design', 'Iterator']",Média,String,False,"{'cpp': 'class CombinationIterator {\npublic:\n    CombinationIterator(string characters, int combinationLength) {\n        \n    }\n    \n    string next() {\n        \n    }\n    \n    bool hasNext() {\n        \n    }\n};\n\n/**\n * Your CombinationIterator object will be instantiated and called as such:\n * CombinationIterator* obj = new CombinationIterator(characters, combinationLength);\n * string param_1 = obj->next();\n * bool param_2 = obj->hasNext();\n */', 'java': 'class CombinationIterator {\n\n    public CombinationIterator(String characters, int combinationLength) {\n        \n    }\n    \n    public String next() {\n        \n    }\n    \n    public boolean hasNext() {\n        \n    }\n}\n\n/**\n * Your CombinationIterator object will be instantiated and called as such:\n * CombinationIterator obj = new CombinationIterator(characters, combinationLength);\n * String param_1 = obj.next();\n * boolean param_2 = obj.hasNext();\n */', 'python3': 'class CombinationIterator:\n\n    def __init__(self, characters: str, combinationLength: int):\n        \n\n    def next(self) -> str:\n        \n\n    def hasNext(self) -> bool:\n        \n\n\n# Your CombinationIterator object will be instantiated and called as such:\n# obj = CombinationIterator(characters, combinationLength)\n# param_1 = obj.next()\n# param_2 = obj.hasNext()'}","{'totalAccepted': '79.2K', 'totalSubmission': '109.2K', 'totalAcceptedRaw': 79184, 'totalSubmissionRaw': 109182, 'acRate': '72.5%'}"
1328,break-a-palindrome,https://leetcode.com/problems/break-a-palindrome/,Break a Palindrome,"Given a palindromic string of lowercase English letters  palindrome , replace  exactly one  character with any lowercase English letter so that the resulting string is  not  a palindrome and that it is the  lexicographically smallest  one possible. Return  the resulting string. If there is no way to replace a character to make it not a palindrome, return an  empty string . A string  a  is lexicographically smaller than a string  b  (of the same length) if in the first position where  a  and  b  differ,  a  has a character strictly smaller than the corresponding character in  b . For example,  ""abcc""  is lexicographically smaller than  ""abcd""  because the first position they differ is at the fourth character, and  'c'  is smaller than  'd' .   Example 1: Input:  palindrome = ""abccba"" Output:  ""aaccba"" Explanation:  There are many ways to make ""abccba"" not a palindrome, such as "" z bccba"", ""a a ccba"", and ""ab a cba"". Of all the ways, ""aaccba"" is the lexicographically smallest. Example 2: Input:  palindrome = ""a"" Output:  """" Explanation:  There is no way to replace a single character to make ""a"" not a palindrome, so return an empty string.   Constraints: 1 <= palindrome.length <= 1000 palindrome  consists of only lowercase English letters.","['String', 'Greedy']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    string breakPalindrome(string palindrome) {\n        \n    }\n};', 'java': 'class Solution {\n    public String breakPalindrome(String palindrome) {\n        \n    }\n}', 'python3': 'class Solution:\n    def breakPalindrome(self, palindrome: str) -> str:\n        '}","{'totalAccepted': '185.4K', 'totalSubmission': '359.6K', 'totalAcceptedRaw': 185386, 'totalSubmissionRaw': 359616, 'acRate': '51.6%'}"
1451,rearrange-words-in-a-sentence,https://leetcode.com/problems/rearrange-words-in-a-sentence/,Rearrange Words in a Sentence,"Given a sentence  text  (A  sentence  is a string of space-separated words) in the following format: First letter is in upper case. Each word in  text  are separated by a single space. Your task is to rearrange the words in text such that all words are rearranged in an increasing order of their lengths. If two words have the same length, arrange them in their original order. Return the new text following the format shown above.   Example 1: Input:  text = ""Leetcode is cool"" Output:  ""Is cool leetcode"" Explanation:  There are 3 words, ""Leetcode"" of length 8, ""is"" of length 2 and ""cool"" of length 4. Output is ordered by length and the new first word starts with capital letter. Example 2: Input:  text = ""Keep calm and code on"" Output:  ""On and keep calm code"" Explanation:  Output is ordered as follows: ""On"" 2 letters. ""and"" 3 letters. ""keep"" 4 letters in case of tie order by position in original text. ""calm"" 4 letters. ""code"" 4 letters. Example 3: Input:  text = ""To be or not to be"" Output:  ""To be or to be not""   Constraints: text  begins with a capital letter and then contains lowercase letters and single space between words. 1 <= text.length <= 10^5","['String', 'Sorting']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    string arrangeWords(string text) {\n        \n    }\n};', 'java': 'class Solution {\n    public String arrangeWords(String text) {\n        \n    }\n}', 'python3': 'class Solution:\n    def arrangeWords(self, text: str) -> str:\n        '}","{'totalAccepted': '59.4K', 'totalSubmission': '90K', 'totalAcceptedRaw': 59364, 'totalSubmissionRaw': 89963, 'acRate': '66.0%'}"
1456,maximum-number-of-vowels-in-a-substring-of-given-length,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/,Maximum Number of Vowels in a Substring of Given Length,"Given a string  s  and an integer  k , return  the maximum number of vowel letters in any substring of  s  with length  k . Vowel letters  in English are  'a' ,  'e' ,  'i' ,  'o' , and  'u' .   Example 1: Input:  s = ""abciiidef"", k = 3 Output:  3 Explanation:  The substring ""iii"" contains 3 vowel letters. Example 2: Input:  s = ""aeiou"", k = 2 Output:  2 Explanation:  Any substring of length 2 contains 2 vowels. Example 3: Input:  s = ""leetcode"", k = 3 Output:  2 Explanation:  ""lee"", ""eet"" and ""ode"" contain 2 vowels.   Constraints: 1 <= s.length <= 10 5 s  consists of lowercase English letters. 1 <= k <= s.length","['String', 'Sliding Window']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    int maxVowels(string s, int k) {\n        \n    }\n};', 'java': 'class Solution {\n    public int maxVowels(String s, int k) {\n        \n    }\n}', 'python3': 'class Solution:\n    def maxVowels(self, s: str, k: int) -> int:\n        '}","{'totalAccepted': '559K', 'totalSubmission': '922K', 'totalAcceptedRaw': 559034, 'totalSubmissionRaw': 921985, 'acRate': '60.6%'}"
1541,minimum-insertions-to-balance-a-parentheses-string,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/,Minimum Insertions to Balance a Parentheses String,"Given a parentheses string  s  containing only the characters  '('  and  ')' . A parentheses string is  balanced  if: Any left parenthesis  '('  must have a corresponding two consecutive right parenthesis  '))' . Left parenthesis  '('  must go before the corresponding two consecutive right parenthesis  '))' . In other words, we treat  '('  as an opening parenthesis and  '))'  as a closing parenthesis. For example,  ""())"" ,  ""())(())))""  and  ""(())())))""  are balanced,  "")()"" ,  ""()))""  and  ""(()))""  are not balanced. You can insert the characters  '('  and  ')'  at any position of the string to balance it if needed. Return  the minimum number of insertions  needed to make  s  balanced.   Example 1: Input:  s = ""(()))"" Output:  1 Explanation:  The second '(' has two matching '))', but the first '(' has only ')' matching. We need to add one more ')' at the end of the string to be ""(())))"" which is balanced. Example 2: Input:  s = ""())"" Output:  0 Explanation:  The string is already balanced. Example 3: Input:  s = ""))())("" Output:  3 Explanation:  Add '(' to match the first '))', Add '))' to match the last '('.   Constraints: 1 <= s.length <= 10 5 s  consists of  '('  and  ')'  only.","['String', 'Stack', 'Greedy']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    int minInsertions(string s) {\n        \n    }\n};', 'java': 'class Solution {\n    public int minInsertions(String s) {\n        \n    }\n}', 'python3': 'class Solution:\n    def minInsertions(self, s: str) -> int:\n        '}","{'totalAccepted': '76.7K', 'totalSubmission': '144.2K', 'totalAcceptedRaw': 76749, 'totalSubmissionRaw': 144234, 'acRate': '53.2%'}"
1689,partitioning-into-minimum-number-of-deci-binary-numbers,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers/,Partitioning Into Minimum Number Of Deci-Binary Numbers,"A decimal number is called  deci-binary  if each of its digits is either  0  or  1  without any leading zeros. For example,  101  and  1100  are  deci-binary , while  112  and  3001  are not. Given a string  n  that represents a positive decimal integer, return  the  minimum  number of positive  deci-binary  numbers needed so that they sum up to  n .   Example 1: Input:  n = ""32"" Output:  3 Explanation:  10 + 11 + 11 = 32 Example 2: Input:  n = ""82734"" Output:  8 Example 3: Input:  n = ""27346209830709182346"" Output:  9   Constraints: 1 <= n.length <= 10 5 n  consists of only digits. n  does not contain any leading zeros and represents a positive integer.","['String', 'Greedy']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    int minPartitions(string n) {\n        \n    }\n};', 'java': 'class Solution {\n    public int minPartitions(String n) {\n        \n    }\n}', 'python3': 'class Solution:\n    def minPartitions(self, n: str) -> int:\n        '}","{'totalAccepted': '245K', 'totalSubmission': '276.4K', 'totalAcceptedRaw': 245013, 'totalSubmissionRaw': 276361, 'acRate': '88.7%'}"
1702,maximum-binary-string-after-change,https://leetcode.com/problems/maximum-binary-string-after-change/,Maximum Binary String After Change,"You are given a binary string  binary  consisting of only  0 's or  1 's. You can apply each of the following operations any number of times: Operation 1: If the number contains the substring  ""00"" , you can replace it with  ""10"" . 	 For example,  "" 00 010"" -> "" 10 010 "" Operation 2: If the number contains the substring  ""10"" , you can replace it with  ""01"" . 	 For example,  ""000 10 "" -> ""000 01 "" Return the  maximum binary string  you can obtain after any number of operations. Binary string  x  is greater than binary string  y  if  x 's decimal representation is greater than  y 's decimal representation.   Example 1: Input:  binary = ""000110"" Output:  ""111011"" Explanation:  A valid transformation sequence can be: ""0001 10 "" -> ""0001 01 ""  "" 00 0101"" -> "" 10 0101""  ""1 00 101"" -> ""1 10 101""  ""110 10 1"" -> ""110 01 1""  ""11 00 11"" -> ""11 10 11"" Example 2: Input:  binary = ""01"" Output:  ""01"" Explanation:  ""01"" cannot be transformed any further.   Constraints: 1 <= binary.length <= 10 5 binary  consist of  '0'  and  '1' .","['String', 'Greedy']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    string maximumBinaryString(string binary) {\n        \n    }\n};', 'java': 'class Solution {\n    public String maximumBinaryString(String binary) {\n        \n    }\n}', 'python3': 'class Solution:\n    def maximumBinaryString(self, binary: str) -> str:\n        '}","{'totalAccepted': '16.5K', 'totalSubmission': '34.6K', 'totalAcceptedRaw': 16480, 'totalSubmissionRaw': 34612, 'acRate': '47.6%'}"
1910,remove-all-occurrences-of-a-substring,https://leetcode.com/problems/remove-all-occurrences-of-a-substring/,Remove All Occurrences of a Substring,"Given two strings  s  and  part , perform the following operation on  s  until  all  occurrences of the substring  part  are removed: Find the  leftmost  occurrence of the substring  part  and  remove  it from  s . Return  s  after removing all occurrences of  part . A  substring  is a contiguous sequence of characters in a string.   Example 1: Input:  s = ""daabcbaabcbc"", part = ""abc"" Output:  ""dab"" Explanation : The following operations are done: - s = ""da abc baabcbc"", remove ""abc"" starting at index 2, so s = ""dabaabcbc"". - s = ""daba abc bc"", remove ""abc"" starting at index 4, so s = ""dababc"". - s = ""dab abc "", remove ""abc"" starting at index 3, so s = ""dab"". Now s has no occurrences of ""abc"". Example 2: Input:  s = ""axxxxyyyyb"", part = ""xy"" Output:  ""ab"" Explanation : The following operations are done: - s = ""axxx xy yyyb"", remove ""xy"" starting at index 4 so s = ""axxxyyyb"". - s = ""axx xy yyb"", remove ""xy"" starting at index 3 so s = ""axxyyb"". - s = ""ax xy yb"", remove ""xy"" starting at index 2 so s = ""axyb"". - s = ""a xy b"", remove ""xy"" starting at index 1 so s = ""ab"". Now s has no occurrences of ""xy"".   Constraints: 1 <= s.length <= 1000 1 <= part.length <= 1000 s ​​​​​​ and  part  consists of lowercase English letters.","['String', 'Stack', 'Simulation']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    string removeOccurrences(string s, string part) {\n        \n    }\n};', 'java': 'class Solution {\n    public String removeOccurrences(String s, String part) {\n        \n    }\n}', 'python3': 'class Solution:\n    def removeOccurrences(self, s: str, part: str) -> str:\n        '}","{'totalAccepted': '350.5K', 'totalSubmission': '448.6K', 'totalAcceptedRaw': 350528, 'totalSubmissionRaw': 448633, 'acRate': '78.1%'}"
2024,maximize-the-confusion-of-an-exam,https://leetcode.com/problems/maximize-the-confusion-of-an-exam/,Maximize the Confusion of an Exam,"A teacher is writing a test with  n  true/false questions, with  'T'  denoting true and  'F'  denoting false. He wants to confuse the students by  maximizing  the number of  consecutive  questions with the  same  answer (multiple trues or multiple falses in a row). You are given a string  answerKey , where  answerKey[i]  is the original answer to the  i th  question. In addition, you are given an integer  k , the maximum number of times you may perform the following operation: Change the answer key for any question to  'T'  or  'F'  (i.e., set  answerKey[i]  to  'T'  or  'F' ). Return  the  maximum  number of consecutive   'T' s or  'F' s  in the answer key after performing the operation at most   k   times .   Example 1: Input:  answerKey = ""TTFF"", k = 2 Output:  4 Explanation:  We can replace both the 'F's with 'T's to make answerKey = "" TTTT "". There are four consecutive 'T's. Example 2: Input:  answerKey = ""TFFT"", k = 1 Output:  3 Explanation:  We can replace the first 'T' with an 'F' to make answerKey = "" FFF T"". Alternatively, we can replace the second 'T' with an 'F' to make answerKey = ""T FFF "". In both cases, there are three consecutive 'F's. Example 3: Input:  answerKey = ""TTFTTFTT"", k = 1 Output:  5 Explanation:  We can replace the first 'F' to make answerKey = "" TTTTT FTT"" Alternatively, we can replace the second 'F' to make answerKey = ""TTF TTTTT "".  In both cases, there are five consecutive 'T's.   Constraints: n == answerKey.length 1 <= n <= 5 * 10 4 answerKey[i]  is either  'T'  or  'F' 1 <= k <= n","['String', 'Binary Search', 'Sliding Window', 'Prefix Sum']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    int maxConsecutiveAnswers(string answerKey, int k) {\n        \n    }\n};', 'java': 'class Solution {\n    public int maxConsecutiveAnswers(String answerKey, int k) {\n        \n    }\n}', 'python3': 'class Solution:\n    def maxConsecutiveAnswers(self, answerKey: str, k: int) -> int:\n        '}","{'totalAccepted': '129.1K', 'totalSubmission': '187.5K', 'totalAcceptedRaw': 129080, 'totalSubmissionRaw': 187545, 'acRate': '68.8%'}"
2288,apply-discount-to-prices,https://leetcode.com/problems/apply-discount-to-prices/,Apply Discount to Prices,"A  sentence  is a string of single-space separated words where each word can contain digits, lowercase letters, and the dollar sign  '$' . A word represents a  price  if it is a sequence of digits preceded by a dollar sign. For example,  ""$100"" ,  ""$23"" , and  ""$6""  represent prices while  ""100"" ,  ""$"" , and  ""$1e5""  do not. You are given a string  sentence  representing a sentence and an integer  discount . For each word representing a price, apply a discount of  discount%  on the price and  update  the word in the sentence. All updated prices should be represented with  exactly two  decimal places. Return  a string representing the modified sentence . Note that all prices will contain  at most   10  digits.   Example 1: Input:  sentence = ""there are $1 $2 and 5$ candies in the shop"", discount = 50 Output:  ""there are $0.50 $1.00 and 5$ candies in the shop"" Explanation:   The words which represent prices are ""$1"" and ""$2"".  - A 50% discount on ""$1"" yields ""$0.50"", so ""$1"" is replaced by ""$0.50"". - A 50% discount on ""$2"" yields ""$1"". Since we need to have exactly 2 decimal places after a price, we replace ""$2"" with ""$1.00"". Example 2: Input:  sentence = ""1 2 $3 4 $5 $6 7 8$ $9 $10$"", discount = 100 Output:  ""1 2 $0.00 4 $0.00 $0.00 7 8$ $0.00 $10$"" Explanation:   Applying a 100% discount on any price will result in 0. The words representing prices are ""$3"", ""$5"", ""$6"", and ""$9"". Each of them is replaced by ""$0.00"".   Constraints: 1 <= sentence.length <= 10 5 sentence  consists of lowercase English letters, digits,  ' ' , and  '$' . sentence  does not have leading or trailing spaces. All words in  sentence  are separated by a single space. All prices will be  positive  numbers without leading zeros. All prices will have  at most   10  digits. 0 <= discount <= 100",['String'],Média,String,False,"{'cpp': 'class Solution {\npublic:\n    string discountPrices(string sentence, int discount) {\n        \n    }\n};', 'java': 'class Solution {\n    public String discountPrices(String sentence, int discount) {\n        \n    }\n}', 'python3': 'class Solution:\n    def discountPrices(self, sentence: str, discount: int) -> str:\n        '}","{'totalAccepted': '29.2K', 'totalSubmission': '88.6K', 'totalAcceptedRaw': 29205, 'totalSubmissionRaw': 88591, 'acRate': '33.0%'}"
2311,longest-binary-subsequence-less-than-or-equal-to-k,https://leetcode.com/problems/longest-binary-subsequence-less-than-or-equal-to-k/,Longest Binary Subsequence Less Than or Equal to K,"You are given a binary string  s  and a positive integer  k . Return  the length of the  longest  subsequence of  s  that makes up a  binary  number less than or equal to   k . Note: The subsequence can contain  leading zeroes . The empty string is considered to be equal to  0 . A  subsequence  is a string that can be derived from another string by deleting some or no characters without changing the order of the remaining characters.   Example 1: Input:  s = ""1001010"", k = 5 Output:  5 Explanation:  The longest subsequence of s that makes up a binary number less than or equal to 5 is ""00010"", as this number is equal to 2 in decimal. Note that ""00100"" and ""00101"" are also possible, which are equal to 4 and 5 in decimal, respectively. The length of this subsequence is 5, so 5 is returned. Example 2: Input:  s = ""00101001"", k = 1 Output:  6 Explanation:  ""000001"" is the longest subsequence of s that makes up a binary number less than or equal to 1, as this number is equal to 1 in decimal. The length of this subsequence is 6, so 6 is returned.   Constraints: 1 <= s.length <= 1000 s[i]  is either  '0'  or  '1' . 1 <= k <= 10 9","['String', 'Dynamic Programming', 'Greedy', 'Memoization']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    int longestSubsequence(string s, int k) {\n        \n    }\n};', 'java': 'class Solution {\n    public int longestSubsequence(String s, int k) {\n        \n    }\n}', 'python3': 'class Solution:\n    def longestSubsequence(self, s: str, k: int) -> int:\n        '}","{'totalAccepted': '107.3K', 'totalSubmission': '202.7K', 'totalAcceptedRaw': 107271, 'totalSubmissionRaw': 202671, 'acRate': '52.9%'}"
2375,construct-smallest-number-from-di-string,https://leetcode.com/problems/construct-smallest-number-from-di-string/,Construct Smallest Number From DI String,"You are given a  0-indexed  string  pattern  of length  n  consisting of the characters  'I'  meaning  increasing  and  'D'  meaning  decreasing . A  0-indexed  string  num  of length  n + 1  is created using the following conditions: num  consists of the digits  '1'  to  '9' , where each digit is used  at most  once. If  pattern[i] == 'I' , then  num[i] < num[i + 1] . If  pattern[i] == 'D' , then  num[i] > num[i + 1] . Return  the lexicographically  smallest  possible string  num  that meets the conditions.   Example 1: Input:  pattern = ""IIIDIDDD"" Output:  ""123549876"" Explanation: At indices 0, 1, 2, and 4 we must have that num[i] < num[i+1]. At indices 3, 5, 6, and 7 we must have that num[i] > num[i+1]. Some possible values of num are ""245639871"", ""135749862"", and ""123849765"". It can be proven that ""123549876"" is the smallest possible num that meets the conditions. Note that ""123414321"" is not possible because the digit '1' is used more than once. Example 2: Input:  pattern = ""DDD"" Output:  ""4321"" Explanation: Some possible values of num are ""9876"", ""7321"", and ""8742"". It can be proven that ""4321"" is the smallest possible num that meets the conditions.   Constraints: 1 <= pattern.length <= 8 pattern  consists of only the letters  'I'  and  'D' .","['String', 'Backtracking', 'Stack', 'Greedy']",Média,String,False,"{'cpp': 'class Solution {\npublic:\n    string smallestNumber(string pattern) {\n        \n    }\n};', 'java': 'class Solution {\n    public String smallestNumber(String pattern) {\n        \n    }\n}', 'python3': 'class Solution:\n    def smallestNumber(self, pattern: str) -> str:\n        '}","{'totalAccepted': '160.1K', 'totalSubmission': '186.6K', 'totalAcceptedRaw': 160120, 'totalSubmissionRaw': 186585, 'acRate': '85.8%'}"
